NOM_LOC;NOM_MUN;POBFEM;POBMAS;LONGITUD;LATITUD
Cerro Algodón;San Sebastián Coatlán;7;5;" 96°52'40.249"" W";"16°05'56.505"" N"
San José Cieneguilla;San Sebastián Coatlán;588;554;" 96°54'24.230"" W";"16°01'38.761"" N"
El Guayabo;San Sebastián Coatlán;*;*;" 96°53'38.825"" W";"16°04'15.659"" N"
Cerro Frijol;San Sebastián Coatlán;*;*;" 96°53'23.588"" W";"16°05'00.044"" N"
Localidades de una vivienda;San Sebastián Coatlán;*;*;*;*
Total del Municipio;San Sebastián Ixcapa;2154;2034;*;*
San Sebastián Ixcapa;San Sebastián Ixcapa;699;687;" 98°08'40.154"" W";"16°32'37.202"" N"
Camotinchán;San Sebastián Ixcapa;573;512;" 98°07'26.451"" W";"16°33'22.481"" N"
Cañada del Totomoxtle;San Sebastián Ixcapa;182;176;" 98°09'53.846"" W";"16°30'36.333"" N"
Costatitlán;San Sebastián Ixcapa;279;237;" 98°07'30.100"" W";"16°30'52.074"" N"
Llano de la Vaca;San Sebastián Ixcapa;58;64;" 98°10'59.383"" W";"16°29'51.704"" N"
Vista Hermosa;San Sebastián Ixcapa;360;356;" 98°10'35.458"" W";"16°32'07.565"" N"
El Tamarindo;San Sebastián Ixcapa;*;*;" 98°08'42.637"" W";"16°30'39.889"" N"
Piedra el León;San Sebastián Ixcapa;*;*;" 98°07'30.521"" W";"16°30'27.379"" N"
Localidades de una vivienda;San Sebastián Ixcapa;*;*;*;*
Total del Municipio;San Sebastián Nicananduta;838;704;*;*
San Sebastián Nicananduta;San Sebastián Nicananduta;769;656;" 97°40'59.766"" W";"17°31'04.429"" N"
Primera Sección;San Sebastián Nicananduta;55;36;" 97°40'39.734"" W";"17°31'06.930"" N"
Tercera Sección;San Sebastián Nicananduta;14;12;" 97°41'16.553"" W";"17°30'59.501"" N"
Total del Municipio;San Sebastián Río Hondo;2102;2100;*;*
San Sebastián Río Hondo;San Sebastián Río Hondo;597;527;" 96°27'50.618"" W";"16°10'58.190"" N"
Cieneguilla;San Sebastián Río Hondo;501;469;" 96°23'13.835"" W";"16°10'52.130"" N"
San Felipe Cieneguilla;San Sebastián Río Hondo;261;271;" 96°24'49.560"" W";"16°12'14.538"" N"
El Jefe;San Sebastián Río Hondo;50;55;" 96°25'48.701"" W";"16°13'18.858"" N"
Pueblo Viejo;San Sebastián Río Hondo;30;28;" 96°26'38.255"" W";"16°10'44.269"" N"
Río Molino;San Sebastián Río Hondo;69;93;" 96°28'12.982"" W";"16°12'25.028"" N"
Río San José;San Sebastián Río Hondo;29;40;" 96°24'03.235"" W";"16°09'47.158"" N"
San Bernardo;San Sebastián Río Hondo;222;226;" 96°25'38.945"" W";"16°10'40.629"" N"
Tres Ocotes;San Sebastián Río Hondo;113;125;" 96°26'27.990"" W";"16°11'49.110"" N"
Las Palmas;San Sebastián Río Hondo;32;31;" 96°27'11.749"" W";"16°11'19.797"" N"
Ampliación San Sebastián;San Sebastián Río Hondo;55;58;" 96°29'00.927"" W";"16°11'10.852"" N"
Piedra Negra;San Sebastián Río Hondo;70;93;" 96°28'56.594"" W";"16°11'44.450"" N"
La Fábrica;San Sebastián Río Hondo;40;54;" 96°25'23.499"" W";"16°11'50.079"" N"
El Portillo;San Sebastián Río Hondo;33;30;" 96°27'35.644"" W";"16°11'23.148"" N"
Total del Municipio;San Sebastián Tecomaxtlahuaca;4283;3909;*;*
San Sebastián Tecomaxtlahuaca;San Sebastián Tecomaxtlahuaca;1450;1258;" 98°01'52.226"" W";"17°20'45.083"" N"
Agua Buena;San Sebastián Tecomaxtlahuaca;168;151;" 98°01'48.260"" W";"17°23'47.570"" N"
Cahuayá;San Sebastián Tecomaxtlahuaca;17;22;" 98°02'34.736"" W";"17°22'10.530"" N"
Cañada de Lobo;San Sebastián Tecomaxtlahuaca;48;43;" 98°06'58.436"" W";"17°19'05.190"" N"
San José el Espinal;San Sebastián Tecomaxtlahuaca;56;65;" 98°03'07.069"" W";"17°26'47.937"" N"
Guadalupe Nundaca;San Sebastián Tecomaxtlahuaca;239;217;" 98°08'03.589"" W";"17°17'55.444"" N"
La Joya del Gavilán;San Sebastián Tecomaxtlahuaca;19;23;" 98°04'19.123"" W";"17°21'22.811"" N"
San Antonio el Mogote (El Mogote);San Sebastián Tecomaxtlahuaca;45;42;" 98°01'56.415"" W";"17°23'00.429"" N"
San José Peña Prieta;San Sebastián Tecomaxtlahuaca;38;34;" 98°04'47.751"" W";"17°23'32.806"" N"
El Portezuelo;San Sebastián Tecomaxtlahuaca;104;96;" 98°03'08.876"" W";"17°24'52.682"" N"
Los Rendón;San Sebastián Tecomaxtlahuaca;26;28;" 98°01'37.841"" W";"17°24'40.534"" N"
Sabino Solo;San Sebastián Tecomaxtlahuaca;98;98;" 98°04'01.744"" W";"17°19'23.396"" N"
San Martín Duraznos;San Sebastián Tecomaxtlahuaca;214;199;" 98°06'06.807"" W";"17°18'16.526"" N"
San Mateo Tunuchi;San Sebastián Tecomaxtlahuaca;144;138;" 98°05'05.389"" W";"17°24'00.574"" N"
Santa Cruz Rancho Viejo;San Sebastián Tecomaxtlahuaca;87;80;" 98°03'08.676"" W";"17°23'50.502"" N"
Santa Cruz Yosondica;San Sebastián Tecomaxtlahuaca;79;68;" 98°03'38.698"" W";"17°22'23.691"" N"
Yosondova;San Sebastián Tecomaxtlahuaca;9;13;" 98°02'37.695"" W";"17°22'40.525"" N"
Yosoyú;San Sebastián Tecomaxtlahuaca;51;38;" 98°02'59.919"" W";"17°22'48.788"" N"
Ánimas Yucuniciasi o Yucunicani;San Sebastián Tecomaxtlahuaca;43;29;" 98°02'36.870"" W";"17°24'18.737"" N"
Río Ratón;San Sebastián Tecomaxtlahuaca;4;7;" 98°09'17.444"" W";"17°21'20.083"" N"
Santo Niño Jesús Yucuyi;San Sebastián Tecomaxtlahuaca;211;188;" 98°06'22.768"" W";"17°17'13.535"" N"
La Tortolita;San Sebastián Tecomaxtlahuaca;18;17;" 98°04'57.756"" W";"17°21'58.364"" N"
El Palmarillo;San Sebastián Tecomaxtlahuaca;12;10;" 98°06'26.760"" W";"17°21'42.388"" N"
Buenavista;San Sebastián Tecomaxtlahuaca;38;44;" 98°03'54.841"" W";"17°23'32.656"" N"
Tecomaxtlahuaca el Viejo;San Sebastián Tecomaxtlahuaca;49;29;" 98°01'01.116"" W";"17°24'24.944"" N"
Los Silva (La Sabinera los Silva);San Sebastián Tecomaxtlahuaca;24;18;" 98°04'10.348"" W";"17°25'17.536"" N"
San Marcos Xinicuesta;San Sebastián Tecomaxtlahuaca;134;136;" 98°07'08.275"" W";"17°17'36.212"" N"
Río de Hielo Juárez;San Sebastián Tecomaxtlahuaca;122;104;" 98°05'49.492"" W";"17°17'18.628"" N"
San Isidro;San Sebastián Tecomaxtlahuaca;13;14;" 98°02'58.164"" W";"17°25'38.224"" N"
Rancho de los Colores;San Sebastián Tecomaxtlahuaca;21;25;" 98°03'41.036"" W";"17°21'23.802"" N"
Los Alvarado;San Sebastián Tecomaxtlahuaca;26;22;" 98°01'06.920"" W";"17°23'07.073"" N"
San Isidro Zaragoza Alacrán;San Sebastián Tecomaxtlahuaca;49;47;" 98°06'42.888"" W";"17°16'55.295"" N"
Yucundívi;San Sebastián Tecomaxtlahuaca;46;31;" 98°04'45.012"" W";"17°18'27.342"" N"
Barrio Guadalupe;San Sebastián Tecomaxtlahuaca;39;37;" 98°08'32.128"" W";"17°18'19.331"" N"
Ciénega Rabona (San Isidro);San Sebastián Tecomaxtlahuaca;28;31;" 98°08'00.999"" W";"17°18'58.613"" N"
Santa Cruz Huachichiqui;San Sebastián Tecomaxtlahuaca;8;13;" 98°07'36.937"" W";"17°18'42.714"" N"
Barranca Chinche;San Sebastián Tecomaxtlahuaca;16;15;" 98°06'30.905"" W";"17°18'57.503"" N"
El Carrizal [Rancho];San Sebastián Tecomaxtlahuaca;*;*;" 98°08'21.491"" W";"17°21'34.567"" N"
San Antonio;San Sebastián Tecomaxtlahuaca;4;3;" 98°07'13.458"" W";"17°18'15.088"" N"
San Sebastián los Cholula;San Sebastián Tecomaxtlahuaca;47;38;" 98°02'30.648"" W";"17°25'19.511"" N"
Cañada Nuchi;San Sebastián Tecomaxtlahuaca;6;9;" 98°05'57.123"" W";"17°20'15.638"" N"
Ciénega Grande;San Sebastián Tecomaxtlahuaca;2;4;" 98°08'50.971"" W";"17°20'47.346"" N"
El Capulín;San Sebastián Tecomaxtlahuaca;*;*;" 98°09'28.639"" W";"17°20'48.032"" N"
Yosocú;San Sebastián Tecomaxtlahuaca;6;5;" 98°04'16.068"" W";"17°22'40.377"" N"
Barranca Torcida;San Sebastián Tecomaxtlahuaca;7;12;" 98°10'01.495"" W";"17°21'07.323"" N"
Llano de Ajo;San Sebastián Tecomaxtlahuaca;*;*;" 98°08'14.576"" W";"17°18'36.370"" N"
Los Pinos [Rancho];San Sebastián Tecomaxtlahuaca;*;*;" 98°07'02.326"" W";"17°18'30.658"" N"
Guadalupe la Sabinera;San Sebastián Tecomaxtlahuaca;24;22;" 98°02'54.587"" W";"17°24'10.691"" N"
Laguna Encantada;San Sebastián Tecomaxtlahuaca;41;43;" 98°01'08.798"" W";"17°21'40.959"" N"
El Calvario;San Sebastián Tecomaxtlahuaca;62;60;" 98°01'59.520"" W";"17°21'01.230"" N"
Laguna Miniyagua;San Sebastián Tecomaxtlahuaca;*;*;" 98°04'40.552"" W";"17°24'27.127"" N"
Santa Cruz Verde;San Sebastián Tecomaxtlahuaca;63;59;" 98°03'10.826"" W";"17°20'05.700"" N"
Barrio del Zopilote;San Sebastián Tecomaxtlahuaca;107;105;" 98°01'51.015"" W";"17°20'31.369"" N"
Rancho del Carmen;San Sebastián Tecomaxtlahuaca;*;*;" 98°01'28.966"" W";"17°21'25.802"" N"
Arroyo Seco;San Sebastián Tecomaxtlahuaca;15;8;" 98°01'28.750"" W";"17°23'27.980"" N"
Los Luengas [Rancho];San Sebastián Tecomaxtlahuaca;21;15;" 98°07'17.512"" W";"17°19'28.572"" N"
El Temazcal;San Sebastián Tecomaxtlahuaca;18;22;" 98°05'26.171"" W";"17°20'27.623"" N"
San José Duraznos;San Sebastián Tecomaxtlahuaca;51;53;" 98°06'03.052"" W";"17°17'49.957"" N"
Localidades de una vivienda;San Sebastián Tecomaxtlahuaca;11;13;*;*
Localidades de dos viviendas;San Sebastián Tecomaxtlahuaca;5;8;*;*
Total del Municipio;San Sebastián Teitipac;1182;1007;*;*
San Sebastián Teitipac;San Sebastián Teitipac;994;863;" 96°36'50.468"" W";"16°57'05.129"" N"
San Antonio Buenavista;San Sebastián Teitipac;141;100;" 96°38'00.255"" W";"16°56'24.016"" N"
El Zapotal [Paraje];San Sebastián Teitipac;9;7;" 96°37'23.820"" W";"16°56'48.459"" N"
Rancho Israel;San Sebastián Teitipac;9;11;" 96°36'51.188"" W";"16°57'57.331"" N"
Camino Real;San Sebastián Teitipac;13;11;" 96°36'46.946"" W";"16°57'28.453"" N"
Guelaxhona;San Sebastián Teitipac;*;*;" 96°36'04.034"" W";"16°57'04.227"" N"
Rancho del Rey;San Sebastián Teitipac;*;*;" 96°37'36.715"" W";"16°56'33.754"" N"
Las Canteras [Paraje];San Sebastián Teitipac;9;7;" 96°36'55.027"" W";"16°58'13.410"" N"
Localidades de dos viviendas;San Sebastián Teitipac;7;8;*;*
Total del Municipio;San Sebastián Tutla;9172;7706;*;*
San Sebastián Tutla;San Sebastián Tutla;3085;2663;" 96°40'19.633"" W";"17°03'30.514"" N"
El Rosario;San Sebastián Tutla;6059;5015;" 96°41'15.448"" W";"17°02'52.315"" N"
Falda del Cerro (Camino Antiguo a San Antonio);San Sebastián Tutla;*;*;" 96°42'01.573"" W";"17°02'39.201"" N"
El Pañuelito;San Sebastián Tutla;*;*;" 96°40'24.490"" W";"17°02'54.130"" N"
La Venta [Paraje];San Sebastián Tutla;*;*;" 96°40'20.030"" W";"17°03'05.080"" N"
La Gloria [Rancho];San Sebastián Tutla;17;22;" 96°40'50.622"" W";"17°02'57.203"" N"
Loma de Pirú;San Sebastián Tutla;*;*;" 96°40'46.161"" W";"17°02'14.213"" N"
Localidades de una vivienda;San Sebastián Tutla;4;4;*;*
Localidades de dos viviendas;San Sebastián Tutla;*;*;*;*
Total del Municipio;San Simón Almolongas;1469;1333;*;*
San Simón Almolongas;San Simón Almolongas;744;654;" 96°43'10.820"" W";"16°24'26.667"" N"
Río Anona;San Simón Almolongas;452;433;" 96°41'16.987"" W";"16°27'34.972"" N"
Hacienda Vieja-San Guillermo;San Simón Almolongas;41;26;" 96°43'42.438"" W";"16°24'45.965"" N"
Tierra Blanca;San Simón Almolongas;21;19;" 96°41'51.043"" W";"16°26'55.184"" N"
La Estancia;San Simón Almolongas;111;95;" 96°41'25.305"" W";"16°26'05.686"" N"
Barrio San Pedro;San Simón Almolongas;44;53;" 96°44'30.363"" W";"16°22'34.908"" N"
Barrio Oriente;San Simón Almolongas;39;35;" 96°42'14.060"" W";"16°24'38.109"" N"
La Labor;San Simón Almolongas;9;6;" 96°42'05.608"" W";"16°23'21.010"" N"
La Soledad [Barrio];San Simón Almolongas;8;12;" 96°43'53.448"" W";"16°24'33.834"" N"
Total del Municipio;San Simón Zahuatlán;2471;2469;*;*
San Simón Zahuatlán;San Simón Zahuatlán;832;816;" 98°00'16.302"" W";"17°49'43.872"" N"
San Miguel;San Simón Zahuatlán;167;151;" 98°00'17.107"" W";"17°51'03.941"" N"
Cañada del Tecolote;San Simón Zahuatlán;157;170;" 97°59'42.744"" W";"17°51'33.356"" N"
La Colmena;San Simón Zahuatlán;185;194;" 98°00'54.023"" W";"17°49'47.875"" N"
La Salud;San Simón Zahuatlán;102;104;" 97°59'47.110"" W";"17°49'52.716"" N"
Santa Cruz;San Simón Zahuatlán;128;115;" 97°59'58.481"" W";"17°49'33.288"" N"
Tierra Colorada;San Simón Zahuatlán;75;78;" 98°00'20.663"" W";"17°49'32.974"" N"
Las Tres Cruces;San Simón Zahuatlán;126;125;" 97°59'15.551"" W";"17°48'57.857"" N"
5 de Mayo;San Simón Zahuatlán;285;319;" 98°00'05.691"" W";"17°49'51.250"" N"
Guadalupe Sabino (Barrio el Sabino);San Simón Zahuatlán;185;194;" 98°00'19.758"" W";"17°49'52.056"" N"
Rancho Nuevo;San Simón Zahuatlán;58;53;" 97°59'28.342"" W";"17°50'32.775"" N"
Barrio Juquilita;San Simón Zahuatlán;171;150;" 98°00'24.029"" W";"17°49'56.652"" N"
Total del Municipio;Santa Ana;1218;1188;*;*
Santa Ana;Santa Ana;1218;1188;" 96°43'03.396"" W";"16°20'26.297"" N"
Total del Municipio;Santa Ana Ateixtlahuaca;239;238;*;*
Santa Ana Ateixtlahuaca;Santa Ana Ateixtlahuaca;177;169;" 96°54'22.979"" W";"18°12'38.082"" N"
La Providencia;Santa Ana Ateixtlahuaca;*;*;" 96°51'47.000"" W";"18°14'13.000"" N"
Rancho Buena Vista;Santa Ana Ateixtlahuaca;*;*;" 96°52'23.537"" W";"18°13'42.532"" N"
Tierra Abajo;Santa Ana Ateixtlahuaca;45;48;" 96°53'10.173"" W";"18°13'50.047"" N"
La Corneta;Santa Ana Ateixtlahuaca;10;14;" 96°52'42.641"" W";"18°13'52.771"" N"
Localidades de dos viviendas;Santa Ana Ateixtlahuaca;7;7;*;*
Total del Municipio;Santa Ana Cuauhtémoc;339;342;*;*
Santa Ana Cuauhtémoc;Santa Ana Cuauhtémoc;245;241;" 96°47'40.914"" W";"17°59'01.828"" N"
Aguacate;Santa Ana Cuauhtémoc;17;15;" 96°47'46.232"" W";"17°58'43.101"" N"
Agua Toro;Santa Ana Cuauhtémoc;15;25;" 96°48'20.396"" W";"17°58'43.907"" N"
San Martín Caballero;Santa Ana Cuauhtémoc;30;25;" 96°48'20.735"" W";"17°57'37.292"" N"
Peña Blanca;Santa Ana Cuauhtémoc;11;9;" 96°48'15.270"" W";"17°58'10.505"" N"
Monte Flor;Santa Ana Cuauhtémoc;*;*;" 96°47'20.521"" W";"17°57'03.740"" N"
Nucodo;Santa Ana Cuauhtémoc;2;6;" 96°48'45.386"" W";"17°57'59.759"" N"
El Cerro;Santa Ana Cuauhtémoc;5;6;" 96°47'35.935"" W";"17°58'00.809"" N"
Agua Iglesia;Santa Ana Cuauhtémoc;*;*;" 96°48'05.876"" W";"17°59'33.845"" N"
Isidro Pérez Hernández;Santa Ana Cuauhtémoc;8;8;" 96°47'32.055"" W";"17°59'01.148"" N"
Localidades de una vivienda;Santa Ana Cuauhtémoc;*;*;*;*
Localidades de dos viviendas;Santa Ana Cuauhtémoc;*;*;*;*
Total del Municipio;Santa Ana del Valle;1103;1076;*;*
Santa Ana del Valle;Santa Ana del Valle;1103;1076;" 96°28'18.029"" W";"16°59'41.377"" N"
Total del Municipio;Santa Ana Tavela;439;409;*;*
Santa Ana Tavela;Santa Ana Tavela;439;409;" 95°54'41.643"" W";"16°39'16.739"" N"
Total del Municipio;Santa Ana Tlapacoyan;1033;925;*;*
Santa Ana Tlapacoyan;Santa Ana Tlapacoyan;595;485;" 96°50'13.502"" W";"16°44'38.412"" N"
Agua Blanca;Santa Ana Tlapacoyan;124;131;" 96°51'29.483"" W";"16°44'14.917"" N"
Guegovelda;Santa Ana Tlapacoyan;54;54;" 96°52'25.683"" W";"16°43'26.176"" N"
Rincón de Tlapacoyan;Santa Ana Tlapacoyan;253;244;" 96°52'12.934"" W";"16°46'08.154"" N"
Sección Segunda Agua Blanca;Santa Ana Tlapacoyan;7;11;" 96°50'20.985"" W";"16°44'25.394"" N"
Total del Municipio;Santa Ana Yareni;356;281;*;*
Santa Ana Yareni;Santa Ana Yareni;356;281;" 96°36'38.806"" W";"17°23'52.036"" N"
Total del Municipio;Santa Ana Zegache;2118;1863;*;*
Santa Ana Zegache;Santa Ana Zegache;1532;1347;" 96°43'33.380"" W";"16°50'16.351"" N"
San Jerónimo Zegache;Santa Ana Zegache;326;269;" 96°44'57.499"" W";"16°50'58.427"" N"
San Isidro Zegache;Santa Ana Zegache;256;242;" 96°42'23.154"" W";"16°49'49.797"" N"
Labatoo;Santa Ana Zegache;*;*;" 96°42'49.040"" W";"16°49'42.410"" N"
Río Seco (Lagozana);Santa Ana Zegache;*;*;" 96°44'13.300"" W";"16°48'54.400"" N"
Localidades de dos viviendas;Santa Ana Zegache;4;5;*;*
Total del Municipio;Santa Catalina Quierí;459;366;*;*
Santa Catalina Quierí;Santa Catalina Quierí;459;366;" 96°15'57.089"" W";"16°19'19.924"" N"
Total del Municipio;Santa Catarina Cuixtla;820;675;*;*
Santa Catarina Cuixtla;Santa Catarina Cuixtla;767;625;" 96°38'41.078"" W";"16°18'15.824"" N"
Los Pinos [Rancho];Santa Catarina Cuixtla;18;16;" 96°37'36.888"" W";"16°18'58.954"" N"
San Jacinto;Santa Catarina Cuixtla;*;*;" 96°39'48.836"" W";"16°17'29.130"" N"
El Geche [Colonia];Santa Catarina Cuixtla;34;33;" 96°37'33.824"" W";"16°19'09.211"" N"
Localidades de una vivienda;Santa Catarina Cuixtla;*;*;*;*
Total del Municipio;Santa Catarina Ixtepeji;1413;1262;*;*
Santa Catarina Ixtepeji;Santa Catarina Ixtepeji;394;347;" 96°33'42.117"" W";"17°15'55.976"" N"
El Punto;Santa Catarina Ixtepeji;280;237;" 96°34'59.393"" W";"17°13'16.912"" N"
San Pedro Nexicho;Santa Catarina Ixtepeji;79;74;" 96°34'59.208"" W";"17°15'51.910"" N"
Tierra Colorada;Santa Catarina Ixtepeji;194;195;" 96°36'51.266"" W";"17°09'19.231"" N"
Yuvila;Santa Catarina Ixtepeji;159;130;" 96°34'08.019"" W";"17°11'02.072"" N"
Las Ánimas;Santa Catarina Ixtepeji;52;42;" 96°34'12.229"" W";"17°14'04.921"" N"
El Cerezal;Santa Catarina Ixtepeji;12;14;" 96°33'42.929"" W";"17°14'23.765"" N"
La Cumbre;Santa Catarina Ixtepeji;44;37;" 96°36'17.292"" W";"17°10'27.044"" N"
Loma Grande;Santa Catarina Ixtepeji;12;8;" 96°35'17.719"" W";"17°12'06.424"" N"
Xía Ixtepeji;Santa Catarina Ixtepeji;5;4;" 96°31'38.677"" W";"17°18'21.996"" N"
El Cebollal;Santa Catarina Ixtepeji;1;5;" 96°34'54.733"" W";"17°14'38.498"" N"
Rosa Blanca;Santa Catarina Ixtepeji;30;31;" 96°36'17.109"" W";"17°09'56.454"" N"
Xielave;Santa Catarina Ixtepeji;9;6;" 96°31'48.058"" W";"17°10'02.701"" N"
El Manzanal (Tierra Colorada);Santa Catarina Ixtepeji;18;14;" 96°36'24.302"" W";"17°09'33.175"" N"
Cañada de León;Santa Catarina Ixtepeji;*;*;" 96°37'40.589"" W";"17°08'30.507"" N"
La Hacienda;Santa Catarina Ixtepeji;*;*;" 96°34'57.426"" W";"17°15'27.951"" N"
Linda Vista (El Pasajuego);Santa Catarina Ixtepeji;67;59;" 96°37'03.135"" W";"17°08'24.382"" N"
Loma de Reinoso;Santa Catarina Ixtepeji;4;8;" 96°32'11.396"" W";"17°16'10.120"" N"
Río Frio;Santa Catarina Ixtepeji;*;*;" 96°36'30.531"" W";"17°11'12.360"" N"
Los Eucaliptos [Rancho];Santa Catarina Ixtepeji;*;*;" 96°32'52.303"" W";"17°15'19.910"" N"
El Paso;Santa Catarina Ixtepeji;*;*;" 96°36'19.383"" W";"17°11'12.836"" N"
La Colorada;Santa Catarina Ixtepeji;13;14;" 96°36'31.978"" W";"17°09'10.079"" N"
Las Margaritas;Santa Catarina Ixtepeji;20;23;" 96°36'41.668"" W";"17°08'40.948"" N"
Shelabeny;Santa Catarina Ixtepeji;10;7;" 96°32'24.940"" W";"17°16'36.650"" N"
Localidades de una vivienda;Santa Catarina Ixtepeji;10;7;*;*
Total del Municipio;Santa Catarina Juquila;9673;8981;*;*
Santa Catarina Juquila;Santa Catarina Juquila;4237;3847;" 97°17'32.902"" W";"16°14'13.234"" N"
San José Vista Hermosa (Aguacatal Grande);Santa Catarina Juquila;114;101;" 97°19'48.873"" W";"16°03'39.063"" N"
Arroyo Triste;Santa Catarina Juquila;69;53;" 97°15'30.424"" W";"16°05'36.922"" N"
El Cacao;Santa Catarina Juquila;7;12;" 97°19'43.262"" W";"16°04'25.934"" N"
El Camalote;Santa Catarina Juquila;131;128;" 97°15'57.550"" W";"16°05'07.657"" N"
Cerro Iglesia;Santa Catarina Juquila;66;57;" 97°16'09.357"" W";"16°07'19.425"" N"
La Cieneguilla;Santa Catarina Juquila;25;29;" 97°17'53.334"" W";"16°10'06.926"" N"
Junta de los Ríos;Santa Catarina Juquila;108;90;" 97°17'54.354"" W";"16°06'53.343"" N"
Pie del Cerro;Santa Catarina Juquila;50;48;" 97°23'39.004"" W";"16°05'49.065"" N"
El Platanar;Santa Catarina Juquila;9;10;" 97°18'35.279"" W";"16°08'00.015"" N"
El Portillo;Santa Catarina Juquila;12;23;" 97°20'40.842"" W";"16°04'19.141"" N"
San Francisco Ixpantepec;Santa Catarina Juquila;316;274;" 97°14'48.630"" W";"16°17'04.366"" N"
San José Ixtápam;Santa Catarina Juquila;832;728;" 97°16'43.771"" W";"16°22'46.041"" N"
San Marcos Zacatepec;Santa Catarina Juquila;570;528;" 97°21'16.043"" W";"16°08'35.360"" N"
Santa María Amialtepec;Santa Catarina Juquila;279;213;" 97°13'03.170"" W";"16°16'38.472"" N"
Santa María Yolotepec;Santa Catarina Juquila;1068;994;" 97°11'08.628"" W";"16°15'01.270"" N"
La Sanguijuela;Santa Catarina Juquila;57;49;" 97°18'26.261"" W";"16°09'11.130"" N"
El Carrizo;Santa Catarina Juquila;17;14;" 97°19'04.658"" W";"16°09'33.111"" N"
El Obispo;Santa Catarina Juquila;21;17;" 97°18'25.775"" W";"16°10'51.965"" N"
La Matraca (Llano de los Ocotes);Santa Catarina Juquila;17;19;" 97°15'08.444"" W";"16°06'35.187"" N"
El Otate;Santa Catarina Juquila;*;*;" 97°21'41.733"" W";"16°09'53.578"" N"
La Jícara;Santa Catarina Juquila;25;32;" 97°17'11.557"" W";"16°11'13.539"" N"
Llano Grande;Santa Catarina Juquila;7;8;" 97°22'32.383"" W";"16°06'39.224"" N"
La Esmeralda;Santa Catarina Juquila;9;14;" 97°21'56.309"" W";"16°06'32.904"" N"
El Salar;Santa Catarina Juquila;34;36;" 97°20'24.788"" W";"16°03'49.744"" N"
El Mamey;Santa Catarina Juquila;45;42;" 97°16'03.459"" W";"16°06'43.547"" N"
El Destino;Santa Catarina Juquila;25;21;" 97°15'26.386"" W";"16°06'08.480"" N"
Cinco Negritos;Santa Catarina Juquila;59;62;" 97°18'09.989"" W";"16°04'24.724"" N"
La Soledad el Mapache;Santa Catarina Juquila;97;92;" 97°14'22.816"" W";"16°02'29.371"" N"
Santiago Miramar;Santa Catarina Juquila;50;55;" 97°17'27.647"" W";"16°03'53.443"" N"
El Mosquito;Santa Catarina Juquila;40;55;" 97°17'00.190"" W";"16°05'58.295"" N"
Monte Obscuro;Santa Catarina Juquila;59;67;" 97°21'13.336"" W";"15°59'00.510"" N"
Paso Hondo;Santa Catarina Juquila;28;21;" 97°24'46.252"" W";"16°03'11.019"" N"
Pueblo Viejo;Santa Catarina Juquila;9;8;" 97°14'14.661"" W";"16°02'42.452"" N"
Las Trancas;Santa Catarina Juquila;95;96;" 97°17'49.695"" W";"16°05'15.605"" N"
Vista al Mar (Agua Podrida);Santa Catarina Juquila;20;19;" 97°17'34.022"" W";"16°03'16.076"" N"
El Ciruelo;Santa Catarina Juquila;6;8;" 97°17'39.698"" W";"16°02'19.559"" N"
San Felipe de Jesús;Santa Catarina Juquila;10;8;" 97°17'37.564"" W";"16°22'59.815"" N"
Río Bajo (La Reforma);Santa Catarina Juquila;14;14;" 97°20'50.803"" W";"16°06'07.927"" N"
Cañada de Otate;Santa Catarina Juquila;*;*;" 97°21'10.695"" W";"16°10'09.644"" N"
La Esperanza;Santa Catarina Juquila;17;11;" 97°17'36.512"" W";"16°11'28.005"" N"
Mata Sandía;Santa Catarina Juquila;3;4;" 97°23'58.351"" W";"15°59'47.157"" N"
